Date,Description,Amount
01/16/2026,ONLINE PAYMENT THANK YOU,-500.0
01/09/2026,ONLINE PAYMENT THANK YOU,-41.0
01/07/2026,INTEREST CHARGE ON PURCHASES,1.08
