Date,Description,Amount
06/23/2026,ONLINE PAYMENT THANK YOU,-320.96
06/20/2026,PAYMENT - THANK YOU,-2300.0
06/19/2026,COSTCO WHSE #0093 PALM BEACH GAFL,10.4
06/05/2026,INTEREST CHARGE ON PURCHASES,24.59
06/04/2026,TURO INC.* TRIP JUL 24 TURO.COM CA,245.36
